acc,entry,HPhylomeDB|P00395,EggNOG|COG0843,HOGENOM|NA,HOVERGEN|HBG003841,KO|K02256,OMA|FHGLASM,Total
B8R745,B8R745_PARCU,0,0,0,1,0,0,1
B8QZL1,B8QZL1_9TELE,0,0,0,1,0,0,1
B8R758,B8R758_9SALA,0,0,0,1,0,0,1
B8R771,B8R771_9SALA,0,0,0,1,0,0,1
B8R784,B8R784_9SALA,0,0,0,1,0,0,1
B8R797,B8R797_PLEWA,0,0,0,1,0,0,1
B8R7B0,B8R7B0_SALSL,0,0,0,1,0,0,1
B8R7C3,B8R7C3_9SALA,0,0,0,1,0,0,1
B8R6U1,B8R6U1_9SALA,0,0,0,1,0,0,1
B8R6S8,B8R6S8_9SALA,0,0,0,1,0,0,1
B8R6R5,B8R6R5_9SALA,0,0,0,1,0,0,1
B8R6Q2,B8R6Q2_9SALA,0,0,0,1,0,0,1
B8R6N9,B8R6N9_9SALA,0,0,0,1,0,0,1
B8R6M6,B8R6M6_CYNPY,0,0,0,1,0,0,1
B8R6L3,B8R6L3_9SALA,0,0,0,1,0,0,1
B8R6K0,B8R6K0_9SALA,0,0,0,1,0,0,1
B8R6I7,B8R6I7_9SALA,0,0,0,1,0,0,1
B8R6H7,B8R6H7_9SALA,0,0,0,1,0,0,1
B8R6G1,B8R6G1_9SALA,0,0,0,1,0,0,1
B8R6E8,B8R6E8_9SALA,0,0,0,1,0,0,1
B8QZM3,B8QZM3_9TELE,0,0,0,1,0,0,1
B8QZM0,B8QZM0_9TELE,0,0,0,1,0,0,1
B8QZL9,B8QZL9_9TELE,0,0,0,1,0,0,1
B8QZL6,B8QZL6_9TELE,0,0,0,1,0,0,1
B8QZL5,B8QZL5_9TELE,0,0,0,1,0,0,1
B8Q7B0,B8Q7B0_9TELE,0,0,0,1,0,0,1
B8Q7A9,B8Q7A9_9TELE,0,0,0,1,0,0,1
B8Q7A8,B8Q7A8_9TELE,0,0,0,1,0,0,1
B8CUX3,B8CUX3_SHEPW,0,1,0,0,0,0,1
B7ZJW7,B7ZJW7_GAVIM,0,0,0,1,0,0,1
B7ZJW8,B7ZJW8_AECOC,0,0,0,1,0,0,1
B7ZJW9,B7ZJW9_PELOC,0,0,0,1,0,0,1
B7ZJX0,B7ZJX0_MORBA,0,0,0,1,0,0,1
B7ZJX1,B7ZJX1_PHORB,0,0,0,1,0,0,1
B8CKN3,B8CKN3_SHEPW,0,1,0,0,0,0,1
B8D800,B8D800_BUCAT,0,1,0,0,0,0,1
B8G6L7,B8G6L7_CHLAD,0,1,0,0,0,0,1
B8D9P8,B8D9P8_BUCA5,0,1,0,0,0,0,1
B8DAP5,B8DAP5_LISMH,0,1,0,0,0,0,1
B8DKR4,B8DKR4_DESVM,0,1,0,0,0,0,1
B8ECM2,B8ECM2_SHEB2,0,1,0,0,0,0,1
B8ECQ6,B8ECQ6_SHEB2,0,1,0,0,0,0,1
B8EPK2,B8EPK2_METSB,0,1,0,0,0,0,1
B7ZJW6,B7ZJW6_GAVAR,0,0,0,1,0,0,1
B7ZJW5,B7ZJW5_SPHHU,0,0,0,1,0,0,1
B7ZJW4,B7ZJW4_SPHDE,0,0,0,1,0,0,1
B7ZJW3,B7ZJW3_ARDCI,0,0,0,1,0,0,1
B7ZJW2,B7ZJW2_HYDPE,0,0,0,1,0,0,1
B7ZJW1,B7ZJW1_9AVES,0,0,0,1,0,0,1
B7ZJW0,B7ZJW0_CALDM,0,0,0,1,0,0,1
B7ZJV9,B7ZJV9_CICNG,0,0,0,1,0,0,1
B7ZJV8,B7ZJV8_CICCI,0,0,0,1,0,0,1
B7ZIC9,B7ZIC9_ACCGE,0,0,0,1,0,0,1
B7ZHY0,B7ZHY0_SCOGR,0,0,0,1,0,0,1
B7ZHW7,B7ZHW7_RUDER,0,0,0,1,0,0,1
B7ZHV4,B7ZHV4_PSENS,0,0,0,1,0,0,1
B7ZHU1,B7ZHU1_PSEPN,0,0,0,1,0,0,1
B7ZHS8,B7ZHS8_PERJA,0,0,0,1,0,0,1
B7ZHR5,B7ZHR5_9TELE,0,0,0,1,0,0,1
B7ZHQ2,B7ZHQ2_9TELE,0,0,0,1,0,0,1
B8ES68,B8ES68_METSB,0,1,0,0,0,0,1
B8G9D4,B8G9D4_CHLAD,0,1,0,0,0,0,1
B8Q7A7,B8Q7A7_CHLAG,0,0,0,1,0,0,1
B8Q799,B8Q799_9TELE,0,0,0,1,0,0,1
B8Q2Z0,B8Q2Z0_9AVES,0,0,0,1,0,0,1
B8Q302,B8Q302_9AVES,0,0,0,1,0,0,1
B8Q315,B8Q315_AEGCI,0,0,0,1,0,0,1
B8Q5G3,B8Q5G3_9SCOM,0,0,0,1,0,0,1
B8Q797,B8Q797_9TELE,0,0,0,1,0,0,1
B8Q798,B8Q798_9TELE,0,0,0,1,0,0,1
B8Q7A0,B8Q7A0_9TELE,0,0,0,1,0,0,1
B8GPT3,B8GPT3_THISH,0,1,0,0,0,0,1
B8Q7A1,B8Q7A1_9TELE,0,0,0,1,0,0,1
B8Q7A2,B8Q7A2_9TELE,0,0,0,1,0,0,1
B8Q7A3,B8Q7A3_9TELE,0,0,0,1,0,0,1
B8Q7A4,B8Q7A4_9TELE,0,0,0,1,0,0,1
B8Q7A5,B8Q7A5_9TELE,0,0,0,1,0,0,1
B8Q7A6,B8Q7A6_9TELE,0,0,0,1,0,0,1
B8Q194,B8Q194_9SCOM,0,0,0,1,0,0,1
B8PYC3,B8PYC3_HYDIN,0,0,0,1,0,0,1
B8PTT2,B8PTT2_FRAPI,0,0,0,1,0,0,1
B8PTR9,B8PTR9_BAMTH,0,0,0,1,0,0,1
B8LJD1,B8LJD1_9SAUR,0,0,0,1,0,0,1
B8LF70,B8LF70_9SAUR,0,0,0,1,0,0,1
B8JDW3,B8JDW3_ANAD2,0,1,0,0,0,0,1
B8J5S3,B8J5S3_ANAD2,0,1,0,0,0,0,1
B8IX59,B8IX59_METNO,0,1,0,0,0,0,1
B8IHG7,B8IHG7_METNO,0,1,0,0,0,0,1
B8IFT1,B8IFT1_METNO,0,1,0,0,0,0,1
B8IBB9,B8IBB9_METNO,0,1,0,0,0,0,1
B8IBA8,B8IBA8_METNO,0,1,0,0,0,0,1
B8HUS0,B8HUS0_CYAP4,0,1,0,0,0,0,1
B8HMH6,B8HMH6_CYAP4,0,1,0,0,0,0,1
B8H8P9,B8H8P9_ARTCA,0,1,0,0,0,0,1
B8GWC3,B8GWC3_CAUCN,0,1,0,0,0,0,1
B7H6S9,B7H6S9_BACC4,0,1,0,0,0,0,1
B7GKS1,B7GKS1_ANOFW,0,1,0,0,0,0,1
B3LEI6,B3LEI6_9TELE,0,0,0,1,0,0,1
B5EJ48,B5EJ48_GEOBB,0,1,0,0,0,0,1
B5DCA4,B5DCA4_9CICH,0,0,0,1,0,0,1
B5DCB7,B5DCB7_9CICH,0,0,0,1,0,0,1
B5DCD0,B5DCD0_HYPTE,0,0,0,1,0,0,1
B5DCE3,B5DCE3_KATKA,0,0,0,1,0,0,1
B5DCF6,B5DCF6_9CICH,0,0,0,1,0,0,1
B5DCG9,B5DCG9_TYLPO,0,0,0,1,0,0,1
B5ENJ8,B5ENJ8_ACIF5,0,1,0,0,0,0,1
B5BQ74,B5BQ74_9TELE,0,0,0,1,0,0,1
B5EQY8,B5EQY8_ACIF5,0,1,0,0,0,0,1
B5EXI2,B5EXI2_SALA4,0,1,0,0,0,0,1
B5FKU7,B5FKU7_SALDC,0,1,0,0,0,0,1
B5FWC7,B5FWC7_9TELE,0,0,0,1,0,0,1
B5FWE2,B5FWE2_9TELE,0,0,0,1,0,0,1
B5FWF5,B5FWF5_9TELE,0,0,0,1,0,0,1
B5BQ87,B5BQ87_ABLHI,0,0,0,1,0,0,1
B5BQ58,B5BQ58_9TELE,0,0,0,1,0,0,1
B5TD35,B5TD35_PAPBU,0,0,0,1,0,0,1
B5AQF7,B5AQF7_9CHON,0,0,0,1,0,0,1
B4YSK8,B4YSK8_MISMI,0,0,0,1,0,0,1
B4YSK9,B4YSK9_9TELE,0,0,0,1,0,0,1
B4YSL0,B4YSL0_9TELE,0,0,0,1,0,0,1
B4YSL1,B4YSL1_9TELE,0,0,0,1,0,0,1
B4YSL2,B4YSL2_BARTO,0,0,0,1,0,0,1
B5A1L9,B5A1L9_BOMMX,0,0,0,1,0,0,1
B5B726,B5B726_MYLPI,0,0,0,1,0,0,1
B5BQ45,B5BQ45_9TELE,0,0,0,1,0,0,1
B5B8E7,B5B8E7_URSTH,0,0,0,1,0,0,1
B5B8G0,B5B8G0_URSSP,0,0,0,1,0,0,1
B5B8I6,B5B8I6_9CARN,0,0,0,1,0,0,1
B5BD89,B5BD89_SALPK,0,1,0,0,0,0,1
B5BQ19,B5BQ19_9TELE,0,0,0,1,0,0,1
B5BQ32,B5BQ32_HYPSJ,0,0,0,1,0,0,1
B5FWG8,B5FWG8_MEGAM,0,0,0,1,0,0,1
B5FWI1,B5FWI1_MISAN,0,0,0,1,0,0,1
B5FWJ4,B5FWJ4_MYLPI,0,0,0,1,0,0,1
B5SRT9,B5SRT9_9CORV,0,0,0,1,0,0,1
B5SRS8,B5SRS8_LANCO,0,0,0,1,0,0,1
B5SRS9,B5SRS9_9CORV,0,0,0,1,0,0,1
B5SRT1,B5SRT1_9CORV,0,0,0,1,0,0,1
B5SRT2,B5SRT2_9CORV,0,0,0,1,0,0,1
B5SRT3,B5SRT3_9CORV,0,0,0,1,0,0,1
B5SRT4,B5SRT4_9CORV,0,0,0,1,0,0,1
B5SRU0,B5SRU0_9CORV,0,0,0,1,0,0,1
B5FWK7,B5FWK7_9TELE,0,0,0,1,0,0,1
B5SRU3,B5SRU3_LANCO,0,0,0,1,0,0,1
B5SRU5,B5SRU5_9CORV,0,0,0,1,0,0,1
B5SRU8,B5SRU8_9PASS,0,0,0,1,0,0,1
B5SRU9,B5SRU9_9PASS,0,0,0,1,0,0,1
B5TD30,B5TD30_PAPBU,0,0,0,1,0,0,1
B5TD31,B5TD31_PAPBU,0,0,0,1,0,0,1
B5RIA8,B5RIA8_SALSA,0,0,0,1,0,0,1
B5QTJ0,B5QTJ0_SALEP,0,1,0,0,0,0,1
B5MF07,B5MF07_9TELE,0,0,0,1,0,0,1
B5M7Y6,B5M7Y6_HUMAN,0,0,0,1,0,0,1
B5M427,B5M427_9AVES,0,0,0,1,0,0,1
B5LMI6,B5LMI6_ODOHE,0,0,0,1,0,0,1
B5LMG7,B5LMG7_PSERG,0,0,0,1,0,0,1
B5LAL4,B5LAL4_9TELE,0,0,0,1,0,0,1
B5KN74,B5KN74_PIG,0,0,0,1,0,0,1
B5KN61,B5KN61_PIG,0,0,0,1,0,0,1
B5KMR6,B5KMR6_HALTR,0,0,0,1,0,0,1
B5KMA5,B5KMA5_9LABR,0,0,0,1,0,0,1
B5KM74,B5KM74_9TELE,0,0,0,1,0,0,1
B5KGV3,B5KGV3_DUTME,0,0,0,1,0,0,1
B5KGV2,B5KGV2_9NEOB,0,0,0,1,0,0,1
B5KGV1,B5KGV1_DUTME,0,0,0,1,0,0,1
B5KGV0,B5KGV0_9NEOB,0,0,0,1,0,0,1
B4YSK7,B4YSK7_MISAN,0,0,0,1,0,0,1
B4YSK6,B4YSK6_9TELE,0,0,0,1,0,0,1
B4YSK5,B4YSK5_9TELE,0,0,0,1,0,0,1
B4RA81,B4RA81_PHEZH,0,1,0,0,0,0,1
B4EA75,B4EA75_BURCJ,0,1,0,0,0,0,1
B4ED66,B4ED66_BURCJ,0,1,0,0,0,0,1
B4ENN5,B4ENN5_BURCJ,0,1,0,0,0,0,1
B4EU45,B4EU45_PROMH,0,1,0,0,0,0,1
B4F437,B4F437_HOMNE,0,0,0,1,0,0,1
B4F7N4,B4F7N4_HYDVU,0,0,0,0,1,0,1
B4RAU5,B4RAU5_PHEZH,0,1,0,0,0,0,1
B4UEE1,B4UEE1_ANASK,0,1,0,0,0,0,1
B4REW9,B4REW9_PHEZH,0,1,0,0,0,0,1
B4SM48,B4SM48_STRM5,0,1,0,0,0,0,1
B4SP34,B4SP34_STRM5,0,1,0,0,0,0,1
B4STH3,B4STH3_STRM5,0,1,0,0,0,0,1
B4SWT4,B4SWT4_SALNS,0,1,0,0,0,0,1
B4T9D7,B4T9D7_SALHS,0,1,0,0,0,0,1
B4DCY1,B4DCY1_ELEMA,0,0,0,1,0,0,1
B4DCW8,B4DCW8_PROCA,0,0,0,1,0,0,1
B3XXA8,B3XXA8_PROCO,0,0,0,1,0,0,1
B3VQI4,B3VQI4_9TELE,0,0,0,1,0,0,1
B3THN1,B3THN1_MAMPR,0,0,0,1,0,0,1
B3SN60,B3SN60_OCHCU,0,0,0,1,0,0,1
B3RD37,B3RD37_CUPTR,0,1,0,0,0,0,1
B3RBU2,B3RBU2_CUPTR,0,1,0,0,0,0,1
B3R3Y9,B3R3Y9_CUPTR,0,1,0,0,0,0,1
B3QMY8,B3QMY8_CHLP8,0,1,0,0,0,0,1
B3QF23,B3QF23_RHOPT,0,1,0,0,0,0,1
B3Q583,B3Q583_RHIE6,0,1,0,0,0,0,1
B3Q119,B3Q119_RHIE6,0,1,0,0,0,0,1
B3PSJ9,B3PSJ9_RHIE6,0,1,0,0,0,0,1
B3LEM5,B3LEM5_9TELE,0,0,0,1,0,0,1
B3LEL2,B3LEL2_9TELE,0,0,0,1,0,0,1
B3LEJ9,B3LEJ9_9TELE,0,0,0,1,0,0,1
B4TMC0,B4TMC0_SALSV,0,1,0,0,0,0,1
B4UKX4,B4UKX4_ANASK,0,1,0,0,0,0,1
B4YSK4,B4YSK4_9TELE,0,0,0,1,0,0,1
B4YSJ5,B4YSJ5_9TELE,0,0,0,1,0,0,1
B4XTN5,B4XTN5_DIPOR,0,0,0,1,0,0,1
B4XTN7,B4XTN7_CHAFO,0,0,0,1,0,0,1
B4XTN8,B4XTN8_PERFA,0,0,0,1,0,0,1
B4XTP0,B4XTP0_9RODE,0,0,0,1,0,0,1
B4XTR7,B4XTR7_BOMBO,0,0,0,1,0,0,1
B4YSJ4,B4YSJ4_9TELE,0,0,0,1,0,0,1
B4YSJ6,B4YSJ6_9TELE,0,0,0,1,0,0,1
B4XAL1,B4XAL1_URSTH,0,0,0,1,0,0,1
B4YSJ7,B4YSJ7_9TELE,0,0,0,1,0,0,1
B4YSJ9,B4YSJ9_9TELE,0,0,0,1,0,0,1
B4YSK0,B4YSK0_9TELE,0,0,0,1,0,0,1
B4YSK1,B4YSK1_9TELE,0,0,0,1,0,0,1
B4YSK2,B4YSK2_9TELE,0,0,0,1,0,0,1
B4YSK3,B4YSK3_9TELE,0,0,0,1,0,0,1
B4XTN4,B4XTN4_DIPOR,0,0,0,1,0,0,1
B4XTN1,B4XTN1_DIPME,0,0,0,1,0,0,1
B4XTN0,B4XTN0_DIPOR,0,0,0,1,0,0,1
B4XTM9,B4XTM9_9RODE,0,0,0,1,0,0,1
B4XTM8,B4XTM8_PERLO,0,0,0,1,0,0,1
B4XTM7,B4XTM7_DIPME,0,0,0,1,0,0,1
B4XTM6,B4XTM6_DIPPA,0,0,0,1,0,0,1
B4XTM3,B4XTM3_9RODE,0,0,0,1,0,0,1
B4XTM2,B4XTM2_CHAIN,0,0,0,1,0,0,1
B4XTM1,B4XTM1_DIPME,0,0,0,1,0,0,1
B4XTL9,B4XTL9_9RODE,0,0,0,1,0,0,1
B4XTL8,B4XTL8_DIPOR,0,0,0,1,0,0,1
B4XTL7,B4XTL7_DIPME,0,0,0,1,0,0,1
B4XTL6,B4XTL6_DIPME,0,0,0,1,0,0,1
B4XTL5,B4XTL5_DIPMI,0,0,0,1,0,0,1
B4XHU0,B4XHU0_EPIAK,0,0,0,1,0,0,1
A8WBY6,A8WBY6_ALUSC,0,0,0,1,0,0,1
B5TD32,B5TD32_PAPBU,0,0,0,1,0,0,1
B5TD38,B5TD38_PAPBU,0,0,0,1,0,0,1
B7GGL9,B7GGL9_ANOFW,0,1,0,0,0,0,1
B6RPW7,B6RPW7_9SCOM,0,0,0,1,0,0,1
B6RPV8,B6RPV8_9SCOM,0,0,0,1,0,0,1
B6RPV9,B6RPV9_9SCOM,0,0,0,1,0,0,1
B6RPW1,B6RPW1_9SCOM,0,0,0,1,0,0,1
B6RPW3,B6RPW3_9SCOM,0,0,0,1,0,0,1
B6RPW4,B6RPW4_9SCOM,0,0,0,1,0,0,1
B6RPW5,B6RPW5_9SCOM,0,0,0,1,0,0,1
B6RPW8,B6RPW8_9SCOM,0,0,0,1,0,0,1
B6RPV6,B6RPV6_9SCOM,0,0,0,1,0,0,1
B6RPW9,B6RPW9_9SCOM,0,0,0,1,0,0,1
B6RPX0,B6RPX0_9SCOM,0,0,0,1,0,0,1
B6RPX1,B6RPX1_9SCOM,0,0,0,1,0,0,1
B6RPX2,B6RPX2_9SCOM,0,0,0,1,0,0,1
B6RPX5,B6RPX5_9SCOM,0,0,0,1,0,0,1
B6RPX6,B6RPX6_9SCOM,0,0,0,1,0,0,1
B6RPV7,B6RPV7_9SCOM,0,0,0,1,0,0,1
B6RPV5,B6RPV5_9SCOM,0,0,0,1,0,0,1
B5TD42,B5TD42_PAPBU,0,0,0,1,0,0,1
B6IRX6,B6IRX6_RHOCS,0,1,0,0,0,0,1
B6DVF0,B6DVF0_BUBBU,0,0,0,1,0,0,1
B6DZK7,B6DZK7_PANTT,0,0,0,1,0,0,1
B6E4D6,B6E4D6_9TELE,0,0,0,1,0,0,1
B6ECJ9,B6ECJ9_SCARB,0,0,0,1,0,0,1
B6ED87,B6ED87_LUTLU,0,0,0,1,0,0,1
B6HZN7,B6HZN7_ECOSE,0,1,0,0,0,0,1
B6J055,B6J055_COXB2,0,1,0,0,0,0,1
B6RPV4,B6RPV4_9SCOM,0,0,0,1,0,0,1
B6J6Z8,B6J6Z8_COXB1,0,1,0,0,0,0,1
B6JDB6,B6JDB6_OLICO,0,1,0,0,0,0,1
B6JUC3,B6JUC3_EREIM,0,0,0,1,0,0,1
B6RAJ9,B6RAJ9_9SAUR,0,0,0,1,0,0,1
B6RMS7,B6RMS7_NINSC,0,0,0,1,0,0,1
B6RPV2,B6RPV2_SPHBA,0,0,0,1,0,0,1
B6RPX7,B6RPX7_9SCOM,0,0,0,1,0,0,1
B6RPX8,B6RPX8_9SCOM,0,0,0,1,0,0,1
B6RPX9,B6RPX9_9SCOM,0,0,0,1,0,0,1
B7FE37,B7FE37_9TELE,0,0,0,1,0,0,1
B7FDV9,B7FDV9_9TELE,0,0,0,1,0,0,1
B7FDX2,B7FDX2_9TELE,0,0,0,1,0,0,1
B7FDY5,B7FDY5_9TELE,0,0,0,1,0,0,1
B7FDZ8,B7FDZ8_9TELE,0,0,0,1,0,0,1
B7FE11,B7FE11_9TELE,0,0,0,1,0,0,1
B7FE24,B7FE24_9TELE,0,0,0,1,0,0,1
B7FE50,B7FE50_9TELE,0,0,0,1,0,0,1
B6RPY1,B6RPY1_9SCOM,0,0,0,1,0,0,1
B7FE63,B7FE63_9TELE,0,0,0,1,0,0,1
B7FE76,B7FE76_9TELE,0,0,0,1,0,0,1
B7FE89,B7FE89_9TELE,0,0,0,1,0,0,1
B7FEA2,B7FEA2_9TELE,0,0,0,1,0,0,1
B7FEB5,B7FEB5_CHEPT,0,0,0,1,0,0,1
B7GFX8,B7GFX8_ANOFW,0,1,0,0,0,0,1
B7FDU6,B7FDU6_TAKPA,0,0,0,1,0,0,1
B7FDT3,B7FDT3_TAKOB,0,0,0,1,0,0,1
B7FDS0,B7FDS0_TAKNI,0,0,0,1,0,0,1
B7FDQ7,B7FDQ7_9TELE,0,0,0,1,0,0,1
B6ZC13,B6ZC13_MARZI,0,0,0,1,0,0,1
B6ZC00,B6ZC00_ACHME,0,0,0,1,0,0,1
B6ZBM5,B6ZBM5_OSTTE,0,0,0,1,0,0,1
B6ZBM3,B6ZBM3_OSTTE,0,0,0,1,0,0,1
B6ZBM2,B6ZBM2_OSTTE,0,0,0,1,0,0,1
B6ZBM0,B6ZBM0_OSTTE,0,0,0,1,0,0,1
B6VJF9,B6VJF9_LUTKA,0,0,0,1,0,0,1
B6VGE5,B6VGE5_TRASC,0,0,0,1,0,0,1
B6RRL3,B6RRL3_9TELE,0,0,0,1,0,0,1
B6RQW0,B6RQW0_MACTH,0,0,0,1,0,0,1
B6RPY6,B6RPY6_9SCOM,0,0,0,1,0,0,1
B6RPY4,B6RPY4_9SCOM,0,0,0,1,0,0,1
B6RPY2,B6RPY2_9SCOM,0,0,0,1,0,0,1
B6DVE9,B6DVE9_BOSIN,0,0,0,1,0,0,1
B6DCG9,B6DCG9_OPHHA,0,0,0,1,0,0,1
B6DCF6,B6DCF6_NAJAT,0,0,0,1,0,0,1
B5WZF7,B5WZF7_THAMO,0,0,0,1,0,0,1
B5WZ66,B5WZ66_9TELE,0,0,0,1,0,0,1
B5WZ79,B5WZ79_9TELE,0,0,0,1,0,0,1
B5WZ92,B5WZ92_JORFL,0,0,0,1,0,0,1
B5WZA5,B5WZA5_9TELE,0,0,0,1,0,0,1
B5WZB8,B5WZB8_XENTU,0,0,0,1,0,0,1
B5WZE4,B5WZE4_9TELE,0,0,0,1,0,0,1
B5WZH0,B5WZH0_9TELE,0,0,0,1,0,0,1
B5ZTY6,B5ZTY6_RHILW,0,1,0,0,0,0,1
B5WZI3,B5WZI3_9TELE,0,0,0,1,0,0,1
B5WZJ6,B5WZJ6_CHIRT,0,0,0,1,0,0,1
B5Y0U9,B5Y0U9_KLEP3,0,1,0,0,0,0,1
B5Z3T7,B5Z3T7_ECO5E,0,1,0,0,0,0,1
B5ZEX3,B5ZEX3_GLUDA,0,1,0,0,0,0,1
B5ZKU5,B5ZKU5_GLUDA,0,1,0,0,0,0,1
B5U9L4,B5U9L4_9TELE,0,0,0,1,0,0,1
B5U4G4,B5U4G4_LUTBE,0,0,0,1,0,0,1
B5U2C5,B5U2C5_9TELE,0,0,0,1,0,0,1
B5U2C4,B5U2C4_9TELE,0,0,0,1,0,0,1
B5U2C3,B5U2C3_9TELE,0,0,0,1,0,0,1
B5U2C1,B5U2C1_9TELE,0,0,0,1,0,0,1
B5U133,B5U133_9TELE,0,0,0,1,0,0,1
B5TY20,B5TY20_CANLU,0,0,0,1,0,0,1
B5THJ3,B5THJ3_HORSE,0,0,0,1,0,0,1
B5TD52,B5TD52_PAPBU,0,0,0,1,0,0,1
B5TD51,B5TD51_PAPBU,0,0,0,1,0,0,1
B5TD50,B5TD50_PAPBU,0,0,0,1,0,0,1
B5TD49,B5TD49_PAPBU,0,0,0,1,0,0,1
B5TD48,B5TD48_PAPBU,0,0,0,1,0,0,1
B5TD46,B5TD46_PAPBU,0,0,0,1,0,0,1
B5TD45,B5TD45_PAPBU,0,0,0,1,0,0,1
B5TD43,B5TD43_PAPBU,0,0,0,1,0,0,1
B5ZLI7,B5ZLI7_GLUDA,0,1,0,0,0,0,1
B6A1E9,B6A1E9_RHILW,0,1,0,0,0,0,1
B6DAB0,B6DAB0_9SAUR,0,0,0,1,0,0,1
B6CTY1,B6CTY1_URSAR,0,0,0,1,0,0,1
B6CHZ0,B6CHZ0_9TELE,0,0,0,1,0,0,1
B6CHZ1,B6CHZ1_9TELE,0,0,0,1,0,0,1
B6CHZ2,B6CHZ2_9TELE,0,0,0,1,0,0,1
B6CHZ3,B6CHZ3_9TELE,0,0,0,1,0,0,1
B6CJV3,B6CJV3_FALTI,0,0,0,1,0,0,1
B6CMH4,B6CMH4_URSSP,0,0,0,1,0,0,1
B6CWJ9,B6CWJ9_BUNMU,0,0,0,1,0,0,1
B6A423,B6A423_RHILW,0,1,0,0,0,0,1
B6CWM2,B6CWM2_BUNFA,0,0,0,1,0,0,1
B6D5A3,B6D5A3_9PASE,0,0,0,1,0,0,1
B6D5A4,B6D5A4_DENKR,0,0,0,1,0,0,1
B6DA71,B6DA71_NAJAT,0,0,0,1,0,0,1
B6DA84,B6DA84_DEIAC,0,0,0,1,0,0,1
B6DA97,B6DA97_GLOBR,0,0,0,1,0,0,1
B6CHY9,B6CHY9_9TELE,0,0,0,1,0,0,1
B6CHY8,B6CHY8_9TELE,0,0,0,1,0,0,1
B6CHY7,B6CHY7_9TELE,0,0,0,1,0,0,1
B6CHY6,B6CHY6_MALEL,0,0,0,1,0,0,1
B6CHY5,B6CHY5_9TELE,0,0,0,1,0,0,1
B6CHY4,B6CHY4_9TELE,0,0,0,1,0,0,1
B6CHY3,B6CHY3_9TELE,0,0,0,1,0,0,1
B6CHY2,B6CHY2_9TELE,0,0,0,1,0,0,1
B6CHY1,B6CHY1_9TELE,0,0,0,1,0,0,1
B6CHY0,B6CHY0_9TELE,0,0,0,1,0,0,1
B6CHX9,B6CHX9_RHAQU,0,0,0,1,0,0,1
B6CHX8,B6CHX8_9TELE,0,0,0,1,0,0,1
B6CHX7,B6CHX7_9TELE,0,0,0,1,0,0,1
B6CHX6,B6CHX6_9TELE,0,0,0,1,0,0,1
B6CHX5,B6CHX5_9TELE,0,0,0,1,0,0,1
B6CHX4,B6CHX4_9TELE,0,0,0,1,0,0,1
B6CGQ1,B6CGQ1_9CHIR,0,0,0,1,0,0,1
A8Z1K1,A8Z1K1_STAAT,0,1,0,0,0,0,1
A8LTQ2,A8LTQ2_DINSH,0,1,0,0,0,0,1
A8WBY4,A8WBY4_9TELE,0,0,0,1,0,0,1
A3DV02,A3DV02_CHOAC,0,0,0,1,0,0,1
A3NR20,A3NR20_BURP0,0,1,0,0,0,0,1
A3NRU3,A3NRU3_BURP0,0,1,0,0,0,0,1
A3NTG1,A3NTG1_BURP0,0,1,0,0,0,0,1
A3NXF3,A3NXF3_BURP0,0,1,0,0,0,0,1
A3P1E5,A3P1E5_BURP0,0,1,0,0,0,0,1
A3P8E1,A3P8E1_BURP0,0,1,0,0,0,0,1
A3PBG7,A3PBG7_PROM0,0,1,0,0,0,0,1
A3PH27,A3PH27_RHOS1,0,1,0,0,0,0,1
A3PKJ7,A3PKJ7_RHOS1,0,1,0,0,0,0,1
A3PRD8,A3PRD8_RHOS1,0,1,0,0,0,0,1
A3PXJ4,A3PXJ4_MYCSJ,0,1,0,0,0,0,1
A3Q250,A3Q250_MYCSJ,0,1,0,0,0,0,1
A3Q948,A3Q948_SHELP,0,1,0,0,0,0,1
A3Q9U1,A3Q9U1_SHELP,0,1,0,0,0,0,1
A3R1H3,A3R1H3_9CHIR,0,0,0,1,0,0,1
A3NMY6,A3NMY6_BURP6,0,1,0,0,0,0,1
A3NFM2,A3NFM2_BURP6,0,1,0,0,0,0,1
A3NBL8,A3NBL8_BURP6,0,1,0,0,0,0,1
A3E4A9,A3E4A9_MOUSE,0,0,0,1,0,0,1
A3E0H0,A3E0H0_SPIPU,0,0,0,1,0,0,1
A3E0J3,A3E0J3_TURMI,0,0,0,1,0,0,1
A3E0J4,A3E0J4_TURMI,0,0,0,1,0,0,1
A3E0K6,A3E0K6_VERRU,0,0,0,1,0,0,1
A3E0M2,A3E0M2_VIRSO,0,0,0,1,0,0,1
A3E0M6,A3E0M6_WILCA,0,0,0,1,0,0,1
A3M6Q0,A3M6Q0_ACIBT,0,1,0,0,0,0,1
A3N7S5,A3N7S5_BURP6,0,1,0,0,0,0,1
A3MAZ5,A3MAZ5_BURM7,0,1,0,0,0,0,1
A3MQ35,A3MQ35_BURM7,0,1,0,0,0,0,1
A3MXJ2,A3MXJ2_PYRCJ,0,1,0,0,0,0,1
A3MXJ8,A3MXJ8_PYRCJ,0,1,0,0,0,0,1
A3N5C2,A3N5C2_BURP6,0,1,0,0,0,0,1
A3N651,A3N651_BURP6,0,1,0,0,0,0,1
A3R226,A3R226_LIOSP,0,0,0,1,0,0,1
A3R2Z7,A3R2Z7_STUTI,0,0,0,1,0,0,1
A3R392,A3R392_UROBI,0,0,0,1,0,0,1
